Source	Target
15	GRIA2
15	SLC6A12
15	GRIK5
15	BBOX1
15	KMO
15	TH
15	ODC1
15	SLC6A1
15	SLC7A5
15	SLC22A6
15	SHBG
15	FYN
15	EGFR
15	KDM4C
15	AR
15	FABP4
15	PPARA
15	CDC45
15	PTPRC
15	FABP3
15	FABP5
15	CDC25A
15	PPARD
15	FFAR1
15	FABP2
15	KYNU
15	SLC6A3
15	ENPEP
15	GABRA3
15	GABRA2
15	ANPEP
15	PEPD
15	HSD11B1
15	HMGCR
15	HDAC3
15	GABBR1
15	KISS1R
15	CPB2
15	VDR
15	NR1H4
15	GPBAR1
15	AKR1B10
15	POLB
15	CPB1
15	HTR2B
15	HTR1A
15	HTR2A
15	HTR2C
15	HTR7
15	PYGL
15	SPHK1
15	KDM2A
15	PHF8
15	KDM5C
15	UGT2B7
15	EGLN1
15	LCK
15	RNPEP
15	DPP4
15	LAP3
15	FUCA1
15	GLB1
15	SLC15A1
15	CYP19A1
15	SERPINA6
15	HSD17B3
15	G6PD
15	PTGER2
15	FOLH1
15	PTGFR
15	FNTA
15	CA12
15	NOS2
15	NOS3
15	AKR1B1
16	YARS1
16	OPRM1
16	TPH1
16	CACNA2D1
16	OPRD1
16	SLC7A5
16	GRIA1
16	MME
16	GRIK1
16	CPA1
16	GRIK3
16	GRIA2
16	TH
16	TETX
16	LAP3
16	SLC15A1
16	RNPEP
16	GRIK5
16	CPA3
16	GRIK2
16	GLNA
16	KYNU
16	TACR1
16	ANPEP
16	TPH2
16	BLAIMP-1
16	GRIA3
16	NAN
16	PCNA
16	ERAP2
16	MURI
16	GRIA4
16	GRIK2.L
16	ARG1
16	SLC7A10
16	OPRK1
16	PRE7
16	SLC1A1
16	ACE2
16	HDH
16	TAAR1
16	SLC15A2
16	ARG2
16	ASD
16	GRM8
16	CTSJ
16	KIF11
16	TYRS
16	CSK
16	LNPEP
16	GFPT1
16	HISD
16	MGRA
16	DNPEP
16	SLCO1C1
16	USP4
16	ALDH5A1
16	OTC
16	POBA
16	ACE
16	BHMT2
16	NPY2R
16	CTSC
16	FAP
16	SLC1A5
16	PAM
16	GRM6
16	ERAP1
16	MRGPRX1
16	SLCO4C1
16	LASB
16	ADRB2
16	NAALAD2
16	CTSZ
16	ENPEP
16	TAT
16	GRM4
16	USP5
16	ABAT
16	HAGH
16	TMPRSS6
16	PRE2
16	BHMT
16	SLC6A5
16	SLC1A2
16	CTSH
16	SLC1A6
16	SLC17A8
16	HMGCR
16	HLA-A
16	TYR
16	AKT1S1
16	GNPAT
16	GSTM1
16	GCLC
16	LY96
16	CAN2
16	ADRB3
16	SLC22A20
16	MB
16	CAPN2
16	ESRRG
16	MLNR
16	IL1B
16	NPY4R
16	PPARA
16	LTA4H
16	SLC22A6
16	CHRND
16	MDM4
16	NOS2
16	DPP7
16	DPP9
16	PPARG
16	CTSL
16	OPRL1
16	CA
16	SCNN1A
16	GRIN2A
16	CYP24A1
16	AKR1B10
16	THRB
16	OPRD1B
16	OPRD1A
16	KMO
16	PLG
16	XIAP
16	SOAT1
16	DPP8
16	FOLH1
16	CA3
16	NCE103
16	CTSB
16	GLO1
16	NANA
16	SLC1A3
16	ESRRB
16	C3AR1
16	CA13
16	ECE1
16	PPO2
16	SSSIM
16	MMEL1
16	CTBP2
16	ESR2
16	GALR2
16	NOS3
16	PTPRA
16	SOAT2
16	KLK1
16	ESR1
16	CASP1
16	DPP4
16	ALB
16	NPPA
16	PTGS2
16	PSMA1
16	PSMA2
16	PSMA3
16	PSMA4
16	PSMA5
16	PSMA6
16	PSMA7
16	PSMB11
16	PSMB3
16	PSMB4
16	PSMB6
16	PSMB7
16	PSMA8
16	CA5B
16	ALOX15
16	GLI1
16	PSMB10
16	SLC7A11
16	CA6
16	NPEPPS
16	BLM
16	PSMB1
16	MTCA1
16	CASR
16	THRA
16	PSMB2
16	CA2
16	CA14
16	AKT3
16	GPR142
16	NPR
16	SLC6A9
16	CPB1
16	CA5A
16	CA7
16	PQSD
16	PRKCH
16	PSMB9
16	HTR1D
16	NOS1
16	SCN4A
16	CTRB1
16	CYSK1
16	CBX7
16	HSD17B3
16	CELA1
16	MIF
16	PARP10
16	CXCL8
16	CAPN1
16	PTGS1
16	GRIN2B
16	CA15
16	AKR1B1
16	GRIN1
16	KDM4E
16	FYN
16	EGFR
16	LCK
16	CACNA2D1
16	TH
16	SLC7A5
16	THRA
16	THRB
16	PTPRA
16	NR1H4
16	APEX1
16	TAAR1
16	KMO
16	KDM4C
16	GABBR2
16	GABBR1
16	MAPKAPK2
16	KIF11
16	ESR1
16	ESR2
16	CPB1
16	GRB2
16	SLC6A4
16	MTNR1A
16	GRIK2
16	PEPD
16	TACR1
16	OAT
16	ADORA3
16	PTPN1
16	KYNU
16	GABRR1
16	CTBP2
16	PCNA
16	HTR3A
16	HTR2A
16	MMP13
16	MMP9
16	MMP8
16	GRIK3
16	FOLH1
16	HSD11B1
16	FFAR1
16	GRIA4
16	GRIA2
16	GRIK5
16	GRM3
16	GRM6
16	HTR2B
16	HTR1A
16	HTR2C
16	HTR7
16	PPARA
16	PPARD
16	CPB2
16	ADRB2
16	CASR
16	SLC6A2
16	KCNH2
16	OPRM1
16	OPRD1
16	YARS
16	NOS1
16	CPN1
16	ITGB1
16	ADRA2A
16	ADRA2B
16	ADRA1A
16	DRD2
16	ADORA1
16	MMP2
16	SLC15A1
16	KDM1A
16	BHMT
16	PIM1
16	GCLC
16	FUCA1
16	PIM2
16	ADRB1
16	DRD5
16	MTNR1B
16	DRD1
16	DRD4
16	DRD3
16	PLG
16	CNR1
16	ARG1
16	MGAM
16	SI
16	MAOA
16	CPA1
16	CPA3
16	CYP1A2
16	CCR3
16	ANPEP
16	ENPEP
16	SCN4A
16	S1PR5
16	S1PR4
17	GDA
17	ACHE
17	DPYD
17	DAO
17	TPO
17	TYMP
17	ADORA2A
17	PNP
17	ADORA1
17	TK
17	NAN
17	DEOA
17	XDH
17	FOLK
17	ACHE
17	GDA
17	ADORA1
17	KCNH2
17	BRD4
17	BRD2
17	BRDT
17	BRD3
17	PNP
17	ADORA2A
17	ADORA2B
17	ADORA3
17	CHIA
17	F2
17	ELANE
17	PLAU
17	TYMP
17	KAT2B
17	PDE4A
17	CES1
17	CDC25B
17	AKR1B1
17	CCNE1
17	MPI
17	CA12
17	CA9
17	CA2
17	CA1
17	CA14
17	CA5A
17	EPAS1
17	CA7
17	CASP3
17	ALOX15
17	TLR4
17	TLR9
17	ADAMTS5
17	MAP2K1
17	MAP3K8
17	TYMS
17	PIM1
17	PIM3
17	ABCC8
17	ATM
17	CES2
17	TK1
17	MAOA
17	CASP4
17	CASP9
17	MAPK10
17	CASP6
17	CASP7
17	NAAA
17	CNOT7
17	EPHX1
17	ALPL
17	PTPRC
17	HPRT1
17	DRD2
17	HTR7
17	MAP2K3
17	IDO1
17	BTK
17	CYP19A1
17	NISCH
17	GSR
17	NAMPT
17	PADI1
17	PADI2
17	PADI3
17	PADI4
17	SCN9A
17	BRAF
17	CDC7
17	HTR2B
17	ADRA2A
17	ADRA2C
17	ADRA2B
17	HTR2C
17	MGLL
17	DHFR
17	MAPK8
17	MMP2
17	CDK5R1
17	CDK2
17	CDK9
17	ESR2
17	DYRK1A
17	CHRNA3
17	HTR1E
17	ADRA1D
17	ADRA1B
17	OPRM1
17	OPRK1
17	CHEK2
17	PLAUR
17	GPR84
17	FLT3
17	EGFR
17	TGM2
18	SLC18A3
18	CHRNB2
18	CHRNA4
18	CHRNA1
18	CHRNG
18	CHRNB1
18	CHRND
18	CHRNA7
18	CHRNA4
18	CHRNA3
18	CHRNB1
18	CHRNA3
18	CHRNA4
18	HTR1A
18	CHRNB4
18	CHRNA3
18	CHRNA5
18	HTR1D
18	ABCB1
18	AR
18	HTR1F
18	DPP7
18	KISS1R
18	CHRNB3
18	CHRNB4
18	SLC6A3
18	HRH4
18	HTR7
18	PNP
18	PDE5A
18	MPO
18	PDE11A
18	PDE10A
18	HTR5A
18	HTR2B
18	UTS2R
18	MTAP
18	SLC6A4
18	DRD2
18	DRD3
18	DPP8
18	DPP9
18	SLC18A3
18	FAP
18	IGF1R
18	DRD1
18	TNNC1
18	CYP51A1
18	MAOA
18	MAPK8
18	MAPK9
18	XIAP
18	TOP2A
18	ILK
18	PLG
18	PNMT
18	ACKR3
18	SERPINA6
18	SHBG
18	OPRK1
18	CTSC
18	CYP2D6
18	ROCK2
18	OPRM1
18	HLCS
18	PARP1
18	DUSP3
18	TERT
18	OPRD1
18	CA2
18	CA1
18	CA9
18	CYP19A1
18	ADRB3
18	BAZ2B
18	BAZ2A
18	HDAC1
18	HDAC4
18	SCN5A
18	LRRK2
18	TRPV3
18	CSF1R
18	KDM1A
18	CASR
18	PTGS1
18	CHEK1
18	GSR
18	CCR3
18	PDE7A
18	NR3C1
18	DRD5
18	HRH2
18	H1F0
18	EBP
18	CA12
18	MAP2K1
18	CHIA
18	JAK3
18	CHRNE
18	JAK2
18	CYP1A2
18	TYK2
18	MAPK14
18	MAPK11
18	KCNJ1
18	GRIN2B
18	RBP4
19	MME
19	GSP
19	RNPEP
19	LAP3
19	LNPEP
19	ACE
19	SLC15A2
19	NAALAD2
19	CPA1
19	DNPEP
19	NAN
19	CFB
19	ANPEP
19	HLA-A
19	FOLH1
19	PLA2G5
19	FPR-S1
19	NPEPPS
19	PLA2G2A
19	REP
19	CAPNS1
19	KISS1R
19	GBA
19	KMT2A
19	DOT1L
19	SUV39H1
19	DNMT1
19	INMT
19	SMYD2
19	EZH2
19	EZH1
19	SETDB1
19	CARM1
19	PRMT1
19	EHMT1
19	EHMT2
19	DNMT3B
19	FUCA1
19	YARS
19	GLB1
19	GFPT1
19	MGAM
19	MAN2B1
19	MME
19	GBA2
19	KDR
19	SI
19	UGCG
19	GANAB
19	OPRM1
19	KYNU
19	PRMT5
19	NNMT
19	PRMT3
19	PLA2G2A
19	PLA2G5
19	GLO1
19	GSTK1
19	SETD7
19	APEX1
19	OGA
19	MANBA
19	QARS
19	KMO
19	HPRT1
19	GLA
19	CPB1
19	ADORA1
19	SELL
19	PNP
19	SLC1A2
19	FYN
19	EGFR
19	LCK
19	HAGH
19	FUCA2
19	GANC
19	FDFT1
19	GSTP1
19	NAALAD2
19	SLC15A1
19	ITGA2B
19	NEU3
19	NEU2
19	KDM4C
19	PLAU
19	MAPKAPK2
19	GCLC
19	LGALS3
19	PGA5
19	PRKCE
19	CTSL
19	CTSB
19	ADAM9
19	ERN1
19	TYMS
19	HSD17B3
19	IMPDH2
19	HCAR2
19	ERAP2
19	HDAC6
19	ACLY
19	PTP4A2
19	PTP4A1
19	PTP4A3
19	HLA-A
19	ECE1
19	ACE
19	PPARG
19	CA4
19	ERAP1
19	FDPS
19	OTC
19	GRIA1
19	GRIK5
19	GRIA4
19	DHFR
19	NR1H4
19	PIM1
19	ADORA2A
19	PIM2
19	NEU4
20	ADORA3
20	AK
20	ADORA2A
20	ADK
20	ADORA1
20	MAP3K7
20	DPP4
20	OXGR1
20	AHCY
20	SLC29A1
20	ADOK
20	MBTA
20	AMD1
20	DOT1L
20	METJ
20	MTAP
20	SLC28A2
20	DNPH1
20	HSPA5
20	DNMT3B
20	SRM
20	P2RY1
20	IMPDH1
20	CDA
20	GAPC
20	LOC100912604
20	NAN
20	ADA
20	BIRA
20	QARS1
20	AK2
20	GAPDH
20	ASNS
20	ADCY5
20	ENPP1
20	AK3
20	SMS
20	IMPDH2
20	NADK
20	PARG
20	P2RX1
20	PQSA
20	HSPA8
20	P2RY11
20	RNASE1
20	MACROD1
20	MACROD2
20	NADK1
20	WALK
20	GLUD1
20	RARS1
20	P2RY4
20	KMT5C
20	SETDB1
20	DTYMK
20	MAT1A
20	HSP90B1
20	ADRB2
20	RNASEL
20	SERS
20	MAT2A
20	MSHC
20	PRMT7
20	AHCYL1
20	SETD2
20	ASPS
20	RNASE2
20	PCHD
20	PANE
20	AANAT
20	KRAS
20	P2RX5
20	P2RX6
20	TYRS
20	EIF4E
20	HARS1
20	ADORA2B
20	ADCY2
20	ILES
20	IUNH
20	ENTE
20	ITPR1
20	UBA7
20	MENB
20	P2RX4
20	ENTPD1
20	AAC(6')-II
20	LEUS
20	FIMH
20	PARP1
20	SUV39H1
20	DNMT1
20	NPEPPS
20	IARS1
20	URA3
20	SETD7
20	PANC
20	NNMT
20	PRMT1
20	GPR17
20	AMPD1
20	UBA6
20	HLCS
20	PLCG1
20	MARS1
20	TK1
20	AIRC
20	NMT1
20	CDK12
20	P2RY2
20	MGMT
20	TPMT
20	ADCY10
20	EZH1
20	HEXB
20	TK
20	TARS1
20	PYGM
20	PDCD4
20	NT5E
20	GBA
20	HEXA
20	PRKACA
20	ADH1A
20	CYA
20	KMT2A
20	P2RY14
20	ROCR
20	EHMT1
20	FOLK
20	P2RX2
20	ATIC
20	INMT
20	P2RY6
20	RAC1
20	TRPM2
20	INHA
20	RAB7A
20	CDC42
20	CCNK
20	CD69
20	KLRB1A
20	HSPA1A
20	AT1
20	POL
20	P2RY12
20	TYMP
20	THRS
20	EZH2
20	PDE3B
20	GRK1
20	DCPS
20	EHMT2
20	SMYD2
20	SLC5A2
20	GALR3
20	CPT1B
20	YBTE
20	HSD17B1
20	CARM1
20	POLB
20	MNAT1
20	CHAT
20	PAX8
20	TMIGD3
20	LIGA
20	HPRT1
20	FBP1
20	NS5B
20	NR2F2
20	ADORA1
20	ADORA2A
20	ADORA3
20	DPP4
20	ADK
20	HSPA8
20	HSPA5
20	ADA
20	AHCY
20	GAPDH
20	EHMT1
20	EHMT2
20	MCL1
20	SETD7
20	AMD1
20	EGFR
20	SRM
20	PDCD4
20	SRC
20	ADORA2B
20	MAPK1
20	SLC29A1
20	PNP
20	SETD2
20	CARM1
20	PRMT1
20	DOT1L
20	GRK1
20	P2RY1
20	P2RY11
20	MTAP
20	ROCK2
20	PRKACA
20	SMS
20	FBP1
20	FHIT
20	CDA
20	KMT2A
20	SUV39H1
20	DNMT1
20	INMT
20	SMYD2
20	EZH2
20	EZH1
20	SETDB1
20	PNMT
20	DNMT3B
20	MAPKAPK2
20	HSPA1A
20	RARS
20	CA2
20	CA1
20	CA12
20	CA9
20	OGA
20	CCND1
20	CA14
20	FUCA1
20	HSD17B1
20	PIM1
20	GBA
20	GAA
20	MARS
20	GSK3B
20	PRMT7
20	PARG
20	IDO1
20	SLC28A2
20	IARS
20	DAO
20	F2
20	CTSK
20	CTSS
20	CTSL
20	CA7
20	CA13
20	RNASEL
20	AKT3
20	DNPH1
20	ENPP1
20	PTPN1
20	PTPN2
20	HK2
20	HK1
20	NADK
20	FOLH1
20	SLC5A2
20	RNASE2
20	RNASE1
20	KDM4E
20	CDK9
20	CSNK2A1
20	MGAM
20	GGH
20	AKR1C3
20	AKR1C2
20	ADCY10
20	HEXA
20	TYR
20	HEXB
21	ADORA1
21	SLC29A1
21	OXGR1
21	AK
21	ADOK
21	ADORA2A
21	CDA
21	MBTA
21	ADORA3
21	SLC28A2
21	EIF4E
21	DNPH1
21	METJ
21	DNMT3B
21	AMD1
21	DOT1L
21	MTAP
21	AHCY
21	P2RY1
21	RNASE1
21	P2RY6
21	KRAS
21	P2RY2
21	ROCR
21	GAPC
21	FUT6
21	P2RY14
21	SRM
21	BIRA
21	ADK
21	P2RY4
21	URA3
21	ADA
21	AK2
21	LOC100912604
21	QARS1
21	HSPA8
21	ASNS
21	IMPDH2
21	AK3
21	DTYMK
21	ADRB2
21	GAPDH
21	NADK
21	PQSA
21	UL23
21	HSPA5
21	SMS
21	GLUD1
21	NADK1
21	IUNH
21	NAN
21	RNASEL
21	PARG
21	PYRF
21	RNASE2
21	KMT5C
21	SETDB1
21	RARS1
21	MACROD1
21	MACROD2
21	WALK
21	HSP90B1
21	ENPP1
21	SERS
21	P2RX5
21	P2RX6
21	MAT2A
21	MSHC
21	ISPE
21	SETD2
21	P2RX1
21	ITPR1
21	ASPS
21	PCHD
21	AIRC
21	HARS1
21	TK1
21	TYRS
21	OMPDC
21	UL97
21	UBA7
21	TK
21	GGTA1
21	LGTC
21	MAT1A
21	IMPDH1
21	ADORA2B
21	PYGM
21	DNMT1
21	GPR17
21	IARS1
21	PNP
21	NPEPPS
21	PRMT7
21	P2RY11
21	PARP1
21	CDK12
21	LEUS
21	HPRT1
21	AMPD1
21	SUV39H1
21	MGMT
21	UBA6
21	P2RX4
21	HLCS
21	NNMT
21	ADCY2
21	SETD7
21	FIMH
21	PRMT1
21	ILES
21	PANC
21	MRAY
21	ADCY5
21	PLCG1
21	GBA
21	B4GALT1
21	MARS1
21	TYMP
21	RAC1
21	AHCYL1
21	UMPS
21	TPMT
21	EZH1
21	ATIC
21	RAB7A
21	CDC42
21	FOLK
21	POLG
21	TARS1
21	CCNK
21	PDCD4
21	PDE3B
21	CD69
21	KLRB1A
21	TOP1
21	ADH1A
21	POLA1
21	DCPS
21	KMT2A
21	POLB
21	EHMT1
21	P2RX2
21	INMT
21	NS5B
21	POL
21	SLC5A2
21	NT5E
21	AT1
21	IL6
21	HSPA1A
21	P2RY12
21	XDH
21	MNAT1
21	GRK1
21	THRS
21	TMK
21	TMIGD3
21	OGT
21	ST6GAL1
21	EZH2
21	SMYD2
21	ADORA1
21	HSPA8
21	ADORA2A
21	ADORA3
21	ADK
21	HSPA5
21	ADA
21	MCL1
21	DPP4
21	EIF4E
21	PNP
21	AHCY
21	HPRT1
21	GAPDH
21	CDC42
21	RAC1
21	CDA
21	POLA1
21	TYMP
21	CA2
21	CA1
21	CD38
21	CA9
21	OGA
21	FUCA1
21	TK1
21	GAA
21	CA12
21	MAPK1
21	GRK1
21	CA14
21	TERT
21	GBA
21	EHMT1
21	EHMT2
21	CA7
21	CA13
21	CCND1
21	EGFR
21	HEXA
21	HEXB
21	KDM4E
21	SETD7
21	SLC29A1
21	TYR
21	PTPN1
21	PTPN2
21	SRM
21	DAO
21	PDCD4
21	TYMS
21	IDO1
21	F2
21	ADORA2B
21	PTGES
21	SLC5A1
21	POLB
21	DOT1L
21	CA6
21	CA4
21	CA5A
21	SLC28A2
21	SRC
21	RNASE2
21	RNASE1
21	AHCYL1
21	GGH
21	HDAC1
21	SETD2
21	CARM1
21	PRMT1
21	HK2
21	HK1
21	GSTP1
21	GSTM2
21	AKR1C3
21	AKR1C2
21	MMP3
21	MMP9
21	MMP1
21	ADAM17
21	PYGL
21	MANBA
21	AMD1
21	GLRA1
21	GLRA2
21	KDM5A
21	JMJD1C
21	KDM4C
21	PYGM
21	AKR1C1
21	LGALS3
21	CDC25B
21	LGALS9
21	CDK9
21	CSNK2A1
21	PTGS1
21	PTGS2
21	FOLH1
21	PTPRB
22	CACNA2D1
22	MME
22	TPH1
22	ANPEP
22	GRIK1
22	SLC7A5
22	CPA1
22	OPRM1
22	GRIK3
22	YARS1
22	LAP3
22	OPRD1
22	ACE2
22	GRIA2
22	CPA3
22	SLC15A1
22	SLC1A1
22	NAN
22	RNPEP
22	PAM
22	KYNU
22	BLAIMP-1
22	GRIA3
22	MRGPRX1
22	TACR1
22	ERAP2
22	GRIK2
22	FCER2
22	NPR
22	CAPN1
22	GRIA4
22	SLC1A5
22	GRIK5
22	CAPNS1
22	SLC1A2
22	TAAR1
22	SLC15A2
22	GLNA
22	TH
22	TPH2
22	HDH
22	GRIA1
22	KIF11
22	MURI
22	NPFFR2
22	ACE
22	NPFFR1
22	FPR1
22	CAPN2
22	MMP8
22	SLC1A3
22	SLC7A10
22	CTSL
22	GRIK2.L
22	ARG1
22	DNPEP
22	GRM6
22	LNPEP
22	TACR2
22	GRM8
22	HISD
22	RRM1
22	BLAVIM-2
22	ASAH1
22	ALOX15
22	ASD
22	BHMT
22	ARG2
22	LEUS
22	OPRK1
22	GFPT1
22	LTA4H
22	CTSB
22	FDFT1
22	PPP2CA
22	PQSD
22	PPARA
22	POL
22	MMEL1
22	FOLH1
22	OTC
22	POBA
22	BHMT2
22	C3AR1
22	CTSH
22	CTSJ
22	GRM4
22	CSK
22	SCN2A
22	ERAP1
22	PLG
22	TACR3
22	PPARG
22	SLCO1C1
22	DPP7
22	ECE1
22	RHODESAIN
22	FAP
22	MMP9
22	CTSC
22	PLC
22	KLK1
22	QRFPR
22	NAALAD2
22	17HSDCL
22	KLKB1
22	SLC6A5
22	FP2B
22	MMP1
22	SLC22A6
22	SLCO4C1
22	GNPAT
22	ACP3
22	HPGDS
22	PEPD
22	MYLK
22	CMA1
22	LY96
22	CTRB1
22	DPP9
22	SLC1A6
22	CTSZ
22	CES2
22	HDAC1
22	MAOA
22	TXNRD1
22	DPP8
22	CES1
22	GGH
22	PLAU
22	SLC22A7
22	HAGH
22	HDA106
22	SLC17A8
22	GABBR1
22	PIN1
22	SOAT1
22	CTSK
22	THRB
22	HISB
22	TIMP3
22	CTSG
22	ENPEP
22	MMP2
22	MMP3
22	AKT1S1
22	CHIA
22	GCLC
22	NAAA
22	HMGCR
22	P2RX4
22	DPP
22	MCA2
22	PADI1
22	PADI3
22	SCN3A
22	MLNR
22	PROTEASE
22	PRE2
22	GSTM1
22	MDM4
22	PRTN3
22	NRDE
22	ALOX5
22	BLM
22	NOS2
22	SLC22A20
22	PPM1B
22	NPEPPS
22	SOAT2
22	VANX
22	FNTA
22	E1
22	DPP4
22	PA
22	NCE103
22	EPHX1
22	PCNA
22	SLC18A2
22	PDS
22	SCN4A
22	CA5B
22	CA5A
22	MAOB
22	GRM3
22	KMO
22	MGLL
22	NOS3
22	LASB
22	CCKAR
22	EPHX2
22	SCNN1A
22	MC1R
22	PTGS1
22	HCAR2
22	CPN1
22	CARM1
22	PADI4
22	TYR
22	GABBR2
22	AKR1B10
22	CPB2
22	ADH1C
22	CA2
22	CAN2
22	KLK5
22	AOC3
22	FNTB
22	KLK2
22	PGGT1B
22	FFAR1
22	SLC6A12
22	ELANE
22	GALR2
22	OPRD1B
22	OPRD1A
22	GSTP1
22	TRPA1
22	GRIN2A
22	MTNR1B
22	AKT3
22	HDAC8
22	KLK8
22	GPR34
22	SSPA
22	GLO1
22	XPNPEP2
22	PFDN6
22	CBS
22	PTPN1
22	SCN5A
22	TRPM8
22	CASR
22	CTSS
22	HLA-A
22	SIRT1
22	CA7
22	KLK4
22	LARS1
22	SLC6A9
22	CHIB
22	CXCL8
22	ADH1B
22	SIGMAR1
22	PADI2
22	MMP7
22	NOS1
22	MTNR1A
22	PARP10
22	PARP3
22	GPR139
22	CELA2A
22	CA1
22	GPR142
22	NPPA
22	P2RX1
22	PTPRA
22	CTBP2
22	HPD
22	TPP2
22	ESRRG
22	ITGA4
22	N1L
22	F2
22	PPO2
22	AGRC
22	MC4R
22	HDAC2
22	XIAP
22	CPB1
22	CA3
22	SLC7A11
22	ALB
22	CYSK1
22	CA9
22	KEAP1
22	HTR2C
22	BCL2L2
22	PTGS2
22	SPPL2A
22	CA12
22	ACPS
22	ALPL
22	SIRT3
22	APEX1
22	METAP2
22	OPRL1
22	CYP2D6
22	AKR1C4
22	CA14
22	PLAUR
22	BAD
22	AKT1
22	CHRM1
22	THRA
22	SLC12A5
22	SDH1
22	MLYCD
22	AGER
22	NANH
22	CTSD
22	TLR4
22	CELA1
22	PRSS1
22	KDM4E
22	LPAR5
22	RPS6KA4
22	ADA
22	F11
22	CYP27B1
22	CYP2C19
22	HDAC6
22	ITGA2B
22	CA6
22	TMEM97
22	SLC22A8
22	ITGB1
22	TMPRSS6
22	MTCA1
22	PTPRF
22	DAO
22	ERCC1
22	ERCC4
22	PPARD
22	AMPD2
22	CTRC
22	FUCA1
22	RIPK1
22	IDO1
22	AKT2
22	MMP12
22	CDC25B
22	CACNA2D1
22	SLC7A5
22	GABBR2
22	ADORA3
22	KDM4E
22	FYN
22	EGFR
22	GABBR1
22	TACR1
22	TH
22	LCK
22	KDM4C
22	ADRA2A
22	ADRA2B
22	ADRA1A
22	GABRR1
22	CPB2
22	KDM1A
22	ANPEP
22	ENPEP
22	CPA3
22	SLC6A2
22	SLC6A4
22	TAAR1
22	SLC15A1
22	PEPD
22	CPB1
22	GRIA1
22	OAT
22	THRA
22	THRB
22	GRB2
22	RNPEP
22	HSD11B1
22	HTR2A
22	CPN1
22	KIF11
22	PLG
22	MIF
22	GRIK2
22	MAOA
22	MAOB
22	SIGMAR1
22	CYP2A6
22	SLC18A2
22	NOS1
22	PTPRA
22	SLC1A2
22	FFAR1
22	FFAR4
22	HTR2B
22	HTR2C
22	GRM3
22	GRM6
22	CTBP2
22	SLC6A3
22	CAPN1
22	HDAC6
22	HDAC2
22	HDAC8
22	CXCL8
22	KYNU
22	MAPKAPK2
22	S1PR2
22	S1PR3
22	S1PR1
22	GRIK1
22	HSD17B3
22	PTGER1
22	PTGER2
22	PTGFR
22	ITGB1
22	F2
22	CYP26B1
22	CYP26A1
22	KMO
22	FUCA1
22	DUSP3
22	CDC25A
22	CTSK
22	AOC3
22	PIM1
22	PIM2
22	PTGER3
22	PTGER4
22	ESR1
22	ESR2
22	HTR1A
22	HTR7
22	CES1
22	ADORA1
22	PTPN1
22	ACE2
22	S1PR5
22	S1PR4
22	GRIA4
22	HDAC1
22	CTSC
22	DPP8
22	DPP9
23	HTR3B
24	SRD5A2
24	SRD5A1
24	CYP2C9
24	AR
24	KCNH2
24	ACHE
24	CHRM4
24	CHRM5
24	CHRM3
24	CYP2C19
24	PARP1
24	CHRNA4
24	DRD3
24	HTR1A
24	ADRA2B
24	HTR1B
24	HTR1D
24	BCHE
24	KISS1R
24	DRD4
24	CYP2D6
24	HTR3A
24	SLC6A2
24	PRMT3
24	CHRM1
24	SLC6A3
24	SLC6A4
24	OPRL1
24	SHBG
24	HTR7
24	OPRD1
24	DRD1
24	HTR2A
24	SLC22A2
24	SLC47A1
24	HTR3B
24	L3MBTL3
24	HTR2B
24	HTR2C
24	HRH1
24	HRH2
24	NR3C1
24	DRD5
24	JAK3
24	JAK1
24	JAK2
24	TYK2
24	HTR1F
24	TACR1
24	CHRM2
24	DPP9
24	HRH3
24	MTNR1B
24	ESR2
24	HTR6
24	PRNP
24	SLC18A3
24	P2RX7
24	TK1
24	PARP2
24	OPRM1
24	NPY5R
24	CHRNB1
24	ADRA1B
24	PBK
24	PDE7A
24	CCR3
24	MALT1
24	BRD4
24	ROCK2
24	CDC25C
24	MAOB
24	PDE4D
24	ROCK1
24	TSPO
24	CHRNA7
24	CACNA1H
24	ROCK2
24	HSP90AA1
24	CACNA1G
24	ADRA1A
24	NR1D1
24	GRIN2B
24	SSTR3
24	HTR5A
24	F2RL3
24	DUT
24	KDM1A
24	LIPE
24	PNP
24	SLC6A9
24	GSK3B
24	MCHR1
24	UTS2R
24	EHMT2
24	ARHGDIA
24	FAP
24	MAOA
24	CTSK
24	MYLK
25	HTR3B
25	CHRNA4
25	CHRNA3
25	CHRNA7
25	DNM1
25	BCHE
25	EPHX1
25	SRD5A2
25	HSD17B7
25	NAAA
25	HSD11B1
25	PAOX
25	GRM5
25	SRD5A1
25	ITGA2B
25	CTSK
25	CTSL
25	CTSB
25	RNPEP
25	DNPEP
25	CHRM2
25	CHRM1
25	EPHX2
25	PARP1
25	DPP7
25	SIGMAR1
25	DPP4
25	CHRNA4
25	SLC6A3
25	HTR3A
25	HTR1B
25	HTR1D
25	DPP8
25	FAAH
25	DPP9
25	HDAC3
25	HDAC6
25	HDAC2
25	NCOR2
25	METAP1
25	HDAC8
25	HDAC11
25	HDAC10
25	CHRM4
25	CHRM5
25	CHRM3
25	DRD1
25	MMP8
25	ADH1A
25	ADH1C
25	MME
25	PRMT3
25	SLC22A2
25	SLC47A1
25	HTR3B
25	SPHK1
25	SPHK2
25	CHRNA3
25	HRH3
25	DRD5
25	DRD2
25	TACR1
25	FKBP1A
25	HTR2B
25	HTR1F
25	PLA2G2C
25	PLA2G10
